family,workload_id,model,k_frac_deleted,mask_seed,retained_recall,coord_success,f1
a,c1-a-004,llama3.1:8b,0.75,0,0.2608695652173913,0.0,0.0
a,c1-a-004,llama3.1:8b,0.75,1,0.2608695652173913,0.0,0.18136020151133503
a,c1-a-004,llama3.1:8b,0.75,2,0.2608695652173913,0.0,0.22630307548806028
a,c1-a-004,llama3.1:8b,0.9,0,0.10869565217391304,0.0,0.013307602509034622
a,c1-a-004,llama3.1:8b,0.9,1,0.10869565217391304,0.0,0.3815211670094284
a,c1-a-004,llama3.1:8b,0.9,2,0.10869565217391304,0.0,0.1397984886649874
a,c1-a-004,llama3.1:8b,1.0,0,0.0,0.0,0.0
a,c1-a-004,llama3.1:8b,1.0,1,0.0,0.0,0.0
a,c1-a-004,llama3.1:8b,1.0,2,0.0,0.0,0.0
a,c1-a-005,llama3.1:8b,0.0,0,1.0,1.0,1.0
a,c1-a-005,llama3.1:8b,0.0,1,1.0,1.0,1.0
a,c1-a-005,llama3.1:8b,0.0,2,1.0,1.0,1.0
a,c1-a-005,llama3.1:8b,0.15,0,0.8536585365853658,1.0,0.9460875986692492
a,c1-a-005,llama3.1:8b,0.15,1,0.8536585365853658,1.0,0.8482479359925679
a,c1-a-005,llama3.1:8b,0.15,2,0.8536585365853658,1.0,0.8513794950505384
a,c1-a-005,llama3.1:8b,0.3,0,0.7073170731707317,0.0,0.44992788726071536
a,c1-a-005,llama3.1:8b,0.3,1,0.7073170731707317,0.0,0.5838568698427857
a,c1-a-005,llama3.1:8b,0.3,2,0.7073170731707317,0.0,0.5324802661501601
a,c1-a-005,llama3.1:8b,0.45,0,0.5609756097560976,0.0,0.6005688595409912
a,c1-a-005,llama3.1:8b,0.45,1,0.5609756097560976,0.0,0.3744350339772191
a,c1-a-005,llama3.1:8b,0.45,2,0.5609756097560976,0.0,0.640283018333246
a,c1-a-005,llama3.1:8b,0.6,0,0.3902439024390244,0.0,0.5371577128145691
a,c1-a-005,llama3.1:8b,0.6,1,0.3902439024390244,0.0,0.4630745625562922
a,c1-a-005,llama3.1:8b,0.6,2,0.3902439024390244,0.0,0.20267982829319026
a,c1-a-005,llama3.1:8b,0.75,0,0.24390243902439024,0.0,0.3937241401317054
a,c1-a-005,llama3.1:8b,0.75,1,0.24390243902439024,0.0,0.0
a,c1-a-005,llama3.1:8b,0.75,2,0.24390243902439024,0.0,0.2816410122486127
a,c1-a-005,llama3.1:8b,0.9,0,0.0975609756097561,0.0,0.05558965458855403
a,c1-a-005,llama3.1:8b,0.9,1,0.0975609756097561,0.0,0.22594142259414224
a,c1-a-005,llama3.1:8b,0.9,2,0.0975609756097561,0.0,0.060691469646970364
a,c1-a-005,llama3.1:8b,1.0,0,0.0,0.0,0.014109944689016829
a,c1-a-005,llama3.1:8b,1.0,1,0.0,0.0,0.0
a,c1-a-005,llama3.1:8b,1.0,2,0.0,0.0,0.0
a,c1-a-006,llama3.1:8b,0.0,0,1.0,1.0,0.9995730928992541
a,c1-a-006,llama3.1:8b,0.0,1,1.0,1.0,0.9995730928992541
a,c1-a-006,llama3.1:8b,0.0,2,1.0,1.0,0.9995730928992541
a,c1-a-006,llama3.1:8b,0.15,0,0.8571428571428571,1.0,0.9489216949081503
a,c1-a-006,llama3.1:8b,0.15,1,0.8571428571428571,1.0,0.8900207787163237
a,c1-a-006,llama3.1:8b,0.15,2,0.8571428571428571,0.0,0.5977344295214604
a,c1-a-006,llama3.1:8b,0.3,0,0.6904761904761905,1.0,0.9532126001187482
a,c1-a-006,llama3.1:8b,0.3,1,0.6904761904761905,0.0,0.7088008489852324
a,c1-a-006,llama3.1:8b,0.3,2,0.6904761904761905,0.0,0.0
a,c1-a-006,llama3.1:8b,0.45,0,0.5476190476190477,0.0,0.5361823746891481
a,c1-a-006,llama3.1:8b,0.45,1,0.5476190476190477,0.0,0.35775248933143666
a,c1-a-006,llama3.1:8b,0.45,2,0.5476190476190477,0.0,0.5402942825497945
a,c1-a-006,llama3.1:8b,0.6,0,0.40476190476190477,0.0,0.0
a,c1-a-006,llama3.1:8b,0.6,1,0.40476190476190477,0.0,0.35663902695204197
a,c1-a-006,llama3.1:8b,0.6,2,0.40476190476190477,0.0,0.0
a,c1-a-006,llama3.1:8b,0.75,0,0.23809523809523808,0.0,0.0
a,c1-a-006,llama3.1:8b,0.75,1,0.23809523809523808,0.0,0.3527985117690545
a,c1-a-006,llama3.1:8b,0.75,2,0.23809523809523808,0.0,0.0
a,c1-a-006,llama3.1:8b,0.9,0,0.09523809523809523,0.0,0.12264187190225534
a,c1-a-006,llama3.1:8b,0.9,1,0.09523809523809523,0.0,0.0
a,c1-a-006,llama3.1:8b,0.9,2,0.09523809523809523,0.0,0.1579620308824597
a,c1-a-006,llama3.1:8b,1.0,0,0.0,0.0,0.44808624135557906
a,c1-a-006,llama3.1:8b,1.0,1,0.0,0.0,0.0
a,c1-a-006,llama3.1:8b,1.0,2,0.0,0.0,0.0
a,c1-a-007,llama3.1:8b,0.0,0,1.0,1.0,1.0
a,c1-a-007,llama3.1:8b,0.0,1,1.0,1.0,1.0
a,c1-a-007,llama3.1:8b,0.0,2,1.0,1.0,1.0
a,c1-a-007,llama3.1:8b,0.15,0,0.8536585365853658,0.0,0.0
